center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	COMMON_NAME	DESCRIPTION	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	collection date	environment (biome)	environment (feature)	environment (material)	geographic location (country and/or sea)	geographic location (latitude)	geographic location (longitude)	host body site	host disease status	human-associated environmental package	investigation type	project name	sequencing method	ENA-CHECKLIST	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
Universidade Federal do ABC	ERS1421334	SAMEA4522155	LH03-T1-ITS_S32_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH03-T1-ITS_S32_L001_R1_001	ERP018577	ERX1771525	ERR1701237	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421334&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421334&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	166073	27598566	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421335	SAMEA4522156	LH12-S1-ITS_S33_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH12-S1-ITS_S33_L001_R1_001	ERP018577	ERX1771526	ERR1701238	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421335&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421335&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	265366	32469459	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421336	SAMEA4522157	LH12-T1-ITS_S34_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH12-T1-ITS_S34_L001_R1_001	ERP018577	ERX1771527	ERR1701239	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421336&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421336&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	228281	30886028	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421337	SAMEA4522158	LH05-S1-ITS_S35_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH05-S1-ITS_S35_L001_R1_001	ERP018577	ERX1771528	ERR1701240	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421337&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421337&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	299176	37212446	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421338	SAMEA4522159	LH05-T1-ITS_S36_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH05-T1-ITS_S36_L001_R1_001	ERP018577	ERX1771529	ERR1701241	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421338&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421338&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	268509	46970574	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421339	SAMEA4522160	LH06-S1-ITS_S37_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH06-S1-ITS_S37_L001_R1_001	ERP018577	ERX1771530	ERR1701242	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421339&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421339&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	212107	33111031	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421340	SAMEA4522161	LH06-T1-ITS_S38_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH06-T1-ITS_S38_L001_R1_001	ERP018577	ERX1771531	ERR1701243	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421340&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421340&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	118446	18577502	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421341	SAMEA4522162	LH08-S1-ITS_S39_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH08-S1-ITS_S39_L001_R1_001	ERP018577	ERX1771532	ERR1701244	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421341&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421341&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	97655	12790380	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421342	SAMEA4522163	LH08-T1-ITS_S40_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH08-T1-ITS_S40_L001_R1_001	ERP018577	ERX1771533	ERR1701245	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421342&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421342&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	112545	18440052	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421343	SAMEA4522164	LH09-S1-ITS_S41_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH09-S1-ITS_S41_L001_R1_001	ERP018577	ERX1771534	ERR1701246	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421343&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421343&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	116101	18218537	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421344	SAMEA4522165	LH09-T1-ITS_S42_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH09-T1-ITS_S42_L001_R1_001	ERP018577	ERX1771535	ERR1701247	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421344&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421344&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	204650	28099261	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421345	SAMEA4522166	LH10-S1-ITS_S43_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH10-S1-ITS_S43_L001_R1_001	ERP018577	ERX1771536	ERR1701248	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421345&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421345&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	212391	29977434	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421346	SAMEA4522167	LH10-T1-ITS_S44_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH10-T1-ITS_S44_L001_R1_001	ERP018577	ERX1771537	ERR1701249	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421346&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421346&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	178956	25510084	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421347	SAMEA4522168	LH04-S1-ITS_S45_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH04-S1-ITS_S45_L001_R1_001	ERP018577	ERX1771538	ERR1701250	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421347&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421347&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	278980	35166053	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421348	SAMEA4522169	LH04-T1-ITS_S46_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH04-T1-ITS_S46_L001_R1_001	ERP018577	ERX1771539	ERR1701251	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421348&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421348&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	204129	29198152	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421349	SAMEA4522170	LH13-S1-ITS_S47_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH13-S1-ITS_S47_L001_R1_001	ERP018577	ERX1771540	ERR1701252	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421349&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421349&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	326660	30853607	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421350	SAMEA4522171	LH13-T1-ITS_S48_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LH13-T1-ITS_S48_L001_R1_001	ERP018577	ERX1771541	ERR1701253	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421350&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421350&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Health	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	200775	25837596	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421351	SAMEA4522172	LP02-S1-16S_S49_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP02-S1-16S_S49_L001_R1_001	ERP018577	ERX1771542	ERR1701254	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421351&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421351&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	282022	42073720	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421352	SAMEA4522173	LP02-T1-16S_S50_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP02-T1-16S_S50_L001_R1_001	ERP018577	ERX1771543	ERR1701255	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421352&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421352&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	180803	26963130	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421353	SAMEA4522174	LP03-S1-16S_S51_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP03-S1-16S_S51_L001_R1_001	ERP018577	ERX1771544	ERR1701256	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421353&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421353&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	229397	28939065	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421354	SAMEA4522175	LP03-T1-16S_S52_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP03-T1-16S_S52_L001_R1_001	ERP018577	ERX1771545	ERR1701257	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421354&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421354&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	176303	33932340	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421355	SAMEA4522176	LP04-S1-16S_S53_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP04-S1-16S_S53_L001_R1_001	ERP018577	ERX1771546	ERR1701258	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421355&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421355&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	283490	35431379	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421356	SAMEA4522177	LP04-T1-16S_S54_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP04-T1-16S_S54_L001_R1_001	ERP018577	ERX1771547	ERR1701259	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421356&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421356&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	168124	25299085	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421357	SAMEA4522178	LP05-S1-16S_S55_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP05-S1-16S_S55_L001_R1_001	ERP018577	ERX1771548	ERR1701260	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421357&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421357&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	283376	36722023	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421358	SAMEA4522179	LP05-T1-16S_S56_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP05-T1-16S_S56_L001_R1_001	ERP018577	ERX1771549	ERR1701261	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421358&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421358&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	240612	35066811	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421359	SAMEA4522180	LP07-S1-16S_S57_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP07-S1-16S_S57_L001_R1_001	ERP018577	ERX1771550	ERR1701262	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421359&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421359&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	494181	70325957	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421360	SAMEA4522181	LP07-T1-16S_S58_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP07-T1-16S_S58_L001_R1_001	ERP018577	ERX1771551	ERR1701263	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421360&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421360&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	263065	42379676	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421361	SAMEA4522182	LP08-S1-16S_S59_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP08-S1-16S_S59_L001_R1_001	ERP018577	ERX1771552	ERR1701264	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421361&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421361&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	306471	40747571	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421362	SAMEA4522183	LP08-T1-16S_S60_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP08-T1-16S_S60_L001_R1_001	ERP018577	ERX1771553	ERR1701265	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421362&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421362&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	158925	26480330	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421363	SAMEA4522184	LP10-S1-16S_S61_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP10-S1-16S_S61_L001_R1_001	ERP018577	ERX1771554	ERR1701266	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421363&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421363&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	353775	38145042	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421364	SAMEA4522185	LP10-T1-16S_S62_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP10-T1-16S_S62_L001_R1_001	ERP018577	ERX1771555	ERR1701267	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421364&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421364&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Forehead	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	427847	60304730	2016-12-23	2016-10-23
Universidade Federal do ABC	ERS1421365	SAMEA4522186	LP12-S1-16S_S63_L001_R1_001.fastq.gz	Human skin samples	646099	human metagenome	human metagenome	LP12-S1-16S_S63_L001_R1_001	ERP018577	ERX1771556	ERR1701268	ERA740395	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421365&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS1421365&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014	Skin	Skin	Swab	Brazil	10°S 55°W	10°S 55°W	Scalp	Dandruff	human-associated	metagenome	Dandruff	Illumina Miseq Sequencing	ERC000014	243547	28409964	2016-12-23	2016-10-23
